tconst	averageRating	numVotes
tt10500478	7.7	84
tt10500534	5.5	216
tt10500650	4.8	20
tt10500666	4.2	5
tt10501764	8.3	194
tt10501808	7.5	6
tt10501952	6.6	36
tt10501980	7.8	200
tt10502908	6.7	9
tt10503496	7.2	7
tt10503736	4.9	310
tt10503798	6.5	15
tt10503934	7.3	892
tt10504110	5.7	67
tt10504154	8.0	9
tt10504752	6.5	404
tt10504776	5.0	73
tt10504898	6.9	80
tt10504904	3.5	855
tt10504928	2.9	280
tt10504966	6.2	544
tt10505048	4.2	22
tt10505054	7.6	14
tt10505066	7.1	11
tt10505100	5.0	48
tt10505148	6.1	16
tt10505278	6.9	94
tt10505316	7.5	739
tt10505420	5.5	11
tt10505424	5.2	16
tt10505436	7.8	17
tt10505558	5.6	43
tt10505592	6.9	18
tt10505598	6.3	78
tt10505616	6.2	6
tt10506096	8.1	36
tt10506490	7.2	210
tt10506876	7.7	72
tt10507176	5.4	75
tt10507902	4.4	96
tt10507938	7.5	21
tt10508182	5.2	138
tt10508258	6.4	773
tt10508276	7.7	9
tt10508366	8.2	30
tt10508376	7.8	73
tt10508400	5.6	13
tt10508558	6.7	66
tt10508622	4.2	9
tt10508722	7.4	7
tt10508774	5.4	37
tt10508838	6.1	3853
tt10508938	5.8	22
tt10509018	5.1	76
tt10509374	8.2	17
tt10509642	8.0	37
tt10510254	7.0	19
tt10510280	5.4	871
tt10510320	4.9	18
tt10510416	3.9	360
tt10510534	7.9	52
tt10510654	6.2	636
tt10510736	6.3	482
tt10511382	7.9	296
tt10511826	6.7	532
tt1051229	7.1	16
tt10513002	7.9	37
tt10513286	7.2	17
tt10513416	4.8	17
tt10513474	6.6	25
tt10513698	7.3	97
tt10514056	9.1	38
tt10514222	6.9	48003
tt10514240	6.0	314
tt10514312	4.5	114
tt10514370	6.4	18
tt10514432	4.6	281
tt10514450	6.2	21
tt10514468	1.9	414
tt10514532	2.9	183
tt10514932	8.7	63
tt10515086	8.2	9280
tt10515182	5.3	17
tt10515202	2.4	5
tt10515204	3.9	7
tt10515340	5.0	3340
tt10515438	8.5	88
tt10515460	4.8	40
tt10515480	4.1	28
tt10515526	7.6	16687
tt10515548	5.2	6
tt10515556	6.9	11
tt10515562	7.0	5
tt10515568	2.4	23
tt10515864	7.1	153
tt10515866	7.2	42
tt10515926	6.1	2073
tt10515936	5.5	7
tt10515954	6.4	108
tt10515988	5.2	6663
tt10515994	7.2	8
tt10516086	5.9	1743
tt10516100	5.6	13
tt10516134	6.5	6
tt10516142	7.6	30
tt10516176	6.2	1003
tt10516196	7.1	318
tt10516484	7.3	528
tt10518070	7.9	26
tt10518098	8.9	23
tt10518196	6.6	41
tt10518240	5.3	189
tt10518924	6.9	893
tt10518934	7.8	301
tt1051904	6.3	85775
tt1051906	7.1	200510
tt10519182	4.1	1880
tt10519512	7.2	52
tt10519662	3.5	347
tt10519740	3.2	28
tt10519752	3.6	18
tt10519888	6.7	10
tt10520054	5.4	90
tt10520218	7.0	87
tt10520386	6.8	500
tt10520754	7.3	63
tt10520822	5.7	33
tt10520878	4.0	16
tt10520880	6.6	8
tt10520882	6.8	26
tt10520984	5.2	13
tt10521026	5.7	13
tt10521028	5.6	28
tt10521084	7.3	39
tt10521092	7.1	20032
tt10521144	5.8	7195
tt10521192	6.2	25
tt10521234	7.6	57
tt10521244	5.2	45
tt10521284	4.2	33
tt10521304	5.9	7
tt10521340	4.2	11
tt10521436	3.1	7
tt10521708	6.0	92
tt10521814	6.5	2754
tt10522932	6.6	89
tt10522990	6.5	6
tt10523122	6.1	9
tt10523128	7.4	13
tt10523404	6.4	58
tt10523424	3.8	148
tt10524262	7.1	1547
tt10524364	5.9	338
tt10524746	5.0	290
tt10524802	8.1	13
tt10525120	7.7	29
tt10525174	3.8	161
tt10525236	4.9	266
tt10525672	7.1	4620
tt10526134	6.1	7
tt10526266	6.4	97
tt10526292	8.4	89
tt10526632	8.2	213
tt10526714	6.9	25
tt10527470	6.7	20
tt10528564	6.5	34
tt10528948	4.9	1137
tt10529112	6.4	14
tt10529130	5.5	11
tt10529344	7.7	8
tt10529644	3.9	566
tt10529682	6.0	6
tt10530020	5.8	15
tt10530128	7.2	31
tt10530176	7.1	26774
tt10530266	4.1	18
tt10530286	6.1	990
tt10530392	5.4	833
tt10530428	6.3	7
tt10530462	6.7	24
tt10530548	7.0	56
tt10530662	6.6	30
tt10530720	7.4	403
tt10531134	4.0	100
tt10532840	7.4	2161
tt10532896	8.0	21
tt10533078	5.3	400
tt10533570	5.7	637
tt10533804	4.2	410
tt10533880	4.7	7
tt10534030	6.4	265
tt10534040	6.6	15
tt10534256	7.5	251
tt10534500	9.0	10579
tt10534962	3.7	119
tt10534996	7.5	1532
tt10535046	4.9	84
tt10535080	9.0	17
tt10535146	6.4	5
tt10535422	7.3	24
tt10535594	7.2	569
tt10536088	9.0	5
tt10536144	4.1	14
tt10536638	7.8	17
tt10536646	7.7	51
tt10537484	5.3	75
tt10537634	6.5	13
tt10537660	4.9	350
tt10537978	4.3	583
tt1053810	6.2	44062
tt10538348	6.4	53
tt1053835	4.1	363
tt10538508	8.5	7
tt10538596	7.2	8
tt10538640	7.9	9
tt10539068	4.9	10
tt10539136	5.3	33
tt10539164	5.6	12
tt10539172	3.6	238
tt10539214	6.7	19
tt10539230	7.2	104
tt10539240	7.2	14
tt10539278	7.0	63
tt10539358	6.4	38
tt10539608	5.6	79086
tt10540024	6.7	679
tt10540120	6.6	6
tt10540146	6.5	22
tt10540150	5.2	138
tt10540218	4.4	15
tt10540242	4.8	2184
tt10540334	5.8	5
tt10540398	5.9	32
tt10540510	7.0	68
tt10540594	6.0	23
tt10541028	7.1	558
tt10541126	7.4	337
tt10541670	8.5	10
tt10542954	8.4	9
tt10543680	5.7	4447
tt10544158	6.0	11
tt10544328	5.7	9
tt10544356	3.2	23
tt10544422	9.2	154
tt10544518	7.3	77
tt10544750	5.9	41
tt10544840	7.2	11
tt10544978	5.4	37
tt10544980	3.9	60
tt10545040	5.8	219
tt10545076	8.4	1355
tt10545298	2.9	528
tt10545470	6.6	901
tt10545474	5.6	20
tt10545476	5.2	56
tt10545484	8.2	5187
tt10546058	2.5	256
tt10546090	2.3	173
tt10546098	6.5	7
tt10546234	3.5	6
tt10546354	6.3	44
tt10546990	7.6	9
tt10547442	6.5	10
tt10547906	5.1	51
tt10549118	8.0	387
tt10549312	4.5	3017
tt10549360	7.9	46
tt10550884	6.3	2770
tt10550922	7.5	36
tt10551082	7.8	14
tt10551118	3.9	1000
tt10551128	7.4	16
tt10551144	5.9	77
tt10551150	6.7	460
tt10551160	7.0	426
tt10551236	5.6	26
tt10551274	5.4	8
tt10551284	6.0	8
tt10551326	5.5	18
tt10551346	5.2	42
tt10551420	6.7	530
tt10551450	6.2	241
tt10551608	7.9	2678
tt10551904	6.3	258
tt10552778	9.4	36
tt10553086	8.2	25
tt10553210	3.7	1921
tt10553228	7.3	28
tt10553438	5.7	121
tt10553494	5.2	39
tt10553756	7.4	52
tt10553922	7.2	17
tt10554018	5.9	7
tt10554184	4.2	7
tt10554196	6.3	544
tt10554232	8.8	79944
tt10554850	7.7	34
tt10555482	7.8	313
tt10555578	7.9	16
tt10555920	3.9	13
tt10555946	6.2	10
tt10555976	6.4	106
tt10556022	6.3	6678
tt10556036	7.8	1536
tt10556130	3.7	513
tt10556220	6.3	16
tt10556292	8.6	5
tt10556320	5.2	1610
tt10556354	6.3	8
tt10556402	6.3	29
tt10556516	4.8	40
tt10556674	3.7	216
tt10556710	4.0	32
tt10556746	8.3	75
tt10557524	3.5	714
tt10558706	6.3	19
tt10558990	5.5	88
tt10558998	8.8	5
tt10559042	2.3	11
tt10559412	5.7	283
tt10560062	9.0	38
tt10560338	8.7	12
tt10560472	8.0	7
tt10560614	6.8	53
tt10560634	5.3	46
tt10560778	4.9	14
tt10560780	8.9	115
tt10560846	4.0	300
tt10560862	5.4	610
tt10562658	6.3	38
tt10563328	6.0	30
tt10563420	5.6	1430
tt10563920	6.0	112
tt10564390	7.0	12
tt10564446	5.8	305
tt10564776	4.7	14
tt10564792	3.2	8
tt10565666	4.3	151
tt10566928	7.6	656
tt10567388	5.9	148
tt10567444	5.2	211
tt10567498	7.0	5
tt10568054	3.8	10
tt10568552	4.1	94
tt10569638	8.5	36
tt10569922	3.6	1383
tt10570034	6.8	6
tt10571240	1.9	15
tt10572658	4.2	286
tt10572668	6.6	34
tt10572710	6.2	24
tt10572742	3.6	7
tt10572832	6.9	59
tt10573946	5.6	324
tt10573984	6.1	244
tt10574346	4.3	7
tt10574498	5.9	245
tt10574728	5.6	204
tt10574948	5.4	25
tt10575710	6.5	65
tt10575718	7.1	23
tt10576270	6.0	7
tt10576278	7.0	74
tt10576392	6.5	6
tt10576540	6.1	98
tt10576542	5.3	24
tt10576868	5.4	7
tt10576946	6.2	106
tt10577318	6.8	282
tt10577826	5.9	8
tt10577854	8.3	29
tt10577906	6.8	258
tt10578026	8.1	63
tt10578106	7.0	36
tt10578206	5.1	136
tt10578490	6.8	204
tt10579092	5.2	173
tt10579380	5.1	145
tt10579768	5.2	147
tt10579880	6.4	22
tt10579912	6.3	7
tt10579936	4.5	13
tt10579944	7.3	54
tt10579950	7.5	8
tt10579952	7.8	65970
tt10579956	6.8	14
tt10579992	6.5	1309
tt10579994	4.9	37
tt10580094	7.2	728
tt10580158	9.2	47
tt10580164	3.2	11
tt10580294	6.2	6
tt10580458	4.9	31
tt10580566	4.9	16
tt10580580	7.0	7
tt10581102	4.1	555
tt10581718	3.3	26
tt10581890	7.7	8
tt10581972	7.6	12
tt10582354	6.1	34
tt10582422	6.8	373
tt10582738	6.0	63
tt10583170	7.3	751
tt10583178	4.5	30
tt10583224	6.9	9
tt10583248	7.4	17
tt10583590	6.3	31
tt10583610	3.7	24
tt10583948	8.6	11
tt10584272	6.3	172
tt10584340	6.1	466
tt10584480	5.3	74
tt10584558	5.8	8
tt10584600	5.1	12
tt10584694	4.7	172
tt10584752	8.0	10
tt10584784	6.2	128
tt10584804	6.1	13
tt10584810	7.4	50
tt10584838	6.2	62
tt10584850	6.7	152
tt10584908	7.0	21
tt10584916	5.5	134
tt10584984	6.3	33
tt10585038	3.3	215
tt10585082	7.4	5
tt10585156	7.7	37
tt10585290	7.0	6
tt10585686	4.7	41
tt10587942	7.2	86
tt10588750	7.5	862
tt10589120	9.0	7
tt10589508	5.6	267
tt10589738	6.6	181
tt10589914	6.3	2324
tt10589924	6.1	51
tt10590038	7.4	23
tt10590090	6.5	32
tt10590142	5.5	64
tt10590148	7.1	21
tt10590338	6.1	8
tt10590408	6.6	34
tt10590458	3.3	1098
tt10590478	6.3	18
tt10590506	5.8	132
tt10590530	6.2	1184
tt10590546	9.1	13
tt10590568	5.8	65
tt10591492	6.0	39
tt10591832	4.6	124
tt10592082	7.4	1252
tt10592506	7.2	432
tt10592852	3.5	7
tt10592884	7.4	19
tt1059317	5.0	151
tt10593750	2.9	333
tt10594598	6.5	45
tt10594652	7.9	7
tt10594738	4.8	9
tt10594792	6.0	1528
tt10594884	5.8	251
tt10596422	5.9	19
tt10596572	6.9	49
tt10596982	6.8	40
tt10597210	5.9	44
tt10597490	6.9	13
tt10598260	6.1	552
tt1059836	5.8	11151
tt1059887	4.2	3054
tt10600398	4.7	13135
tt10601394	4.6	8
tt10601432	6.9	64
tt10601552	6.7	95
tt10601634	4.8	53
tt10601958	7.1	87
tt10601996	8.2	19
tt10602008	1.4	6
tt10602144	6.4	103
tt10602172	7.5	363
tt10602294	8.2	14
tt1060240	6.5	26
tt10602694	5.6	166
tt10602728	7.1	14
tt1060273	7.0	14
tt10602774	8.1	8
tt10602826	6.0	14
tt10603286	6.6	186
tt10603372	6.4	25
tt10603466	6.7	528
tt10603568	4.7	209
tt10604106	4.6	33
tt10604292	6.9	90
tt10604464	3.2	208
tt10605226	7.2	23
tt10605812	6.1	2708
tt10606136	7.4	11
tt10607172	8.1	7
tt10607270	8.5	6
tt10607452	7.0	6
tt10607676	8.0	743
tt10608030	8.0	8
tt10608038	5.2	171
tt10608428	2.1	16
tt10608464	7.2	127
tt10608630	8.4	10
tt10608632	4.7	82
tt10608660	9.0	9
tt10608668	7.4	1435
tt10608770	4.5	127
tt10608842	3.5	525
tt10609050	6.0	20
tt10610330	6.9	10
tt10611372	7.1	2123
tt10611946	5.9	15
tt10611992	4.4	448
tt10612148	7.6	303
tt10612164	5.8	37
tt10612362	5.0	38
tt10612478	5.8	347
tt10612572	7.7	10
tt10612886	7.2	28
tt10612922	7.1	29744
tt10613002	6.1	578
tt10613030	7.7	58
tt10613174	8.2	13
tt10613228	4.7	12
tt10613418	6.5	88
tt10613518	6.3	14
tt10613550	6.1	375
tt10613572	3.8	126
tt10613578	6.6	189
tt10613684	7.6	20
tt10613688	6.4	10
tt10613796	7.7	7
tt10613838	6.9	12
tt10613992	7.2	859
tt10614048	8.8	5
tt10614094	7.6	30
tt10615260	7.4	7
tt10615388	5.2	135
tt10615452	6.4	84
tt10616608	7.3	242
tt10616760	5.7	12
tt10616848	5.3	26
tt10616984	5.5	89
tt10617112	8.1	18
tt10617150	4.5	42
tt10618286	6.9	68124
tt10619392	5.6	16
tt10619482	6.1	10
tt10619508	5.6	10
tt10619512	3.8	139
tt10619522	2.7	115
tt10619546	7.1	20
tt10619638	8.2	25
tt10619872	7.0	5
tt10620492	8.6	10
tt10620616	9.2	14
tt10620868	6.3	33946
tt10621020	5.7	68
tt10621032	6.9	2660
tt10621158	5.0	9
tt10621180	5.2	272
tt10621374	6.5	10
tt10621390	7.9	40
tt10622206	6.8	26
tt10622212	5.8	12
tt10622220	5.1	253
tt10622410	7.0	771
tt10622694	8.0	86
tt10622790	6.3	1435
tt10622840	2.6	41
tt10622950	5.1	89
tt10622972	8.4	107
tt10623034	7.0	28
tt10623178	7.8	49
tt10623274	1.7	26
tt10623524	8.0	2704
tt10623658	6.4	12
tt10625172	4.2	154
tt10626534	4.6	126
tt10626906	4.3	15
tt10627210	4.4	15
tt10627338	4.6	41
tt10627352	5.7	1559
tt10627530	8.6	392
tt10627548	5.2	2474
tt10627584	6.8	13356
tt10627710	5.4	131
tt10627720	7.5	7039
tt10627858	5.1	205
tt10627862	5.7	8
tt10627868	7.2	344
tt10628006	5.1	362
tt10628020	6.6	34
tt10628062	5.7	6
tt10628092	6.7	473
tt10628144	5.0	23
tt10628392	8.5	9
tt10628692	6.3	256
tt10629634	6.6	31
tt10630982	9.2	14
tt10631062	8.0	9
tt10631156	6.2	8
tt10631532	8.7	22
tt10632226	7.2	52
tt10632744	6.2	1053
tt10633454	4.9	1137
tt10633456	7.5	66018
tt10633542	5.5	118
tt10633612	5.4	74
tt10633676	6.0	130
tt10633722	5.7	242
tt10634258	6.3	7
tt10634552	2.7	65
tt10635042	7.1	1086
tt10635604	6.6	6
tt10636130	4.9	76
tt10636632	7.1	273
tt10637522	6.9	7
tt10637682	5.6	253
tt10638270	6.6	7
tt10638274	5.5	181
tt10638296	6.3	424
tt10638320	3.6	125
tt10638354	5.2	75
tt10638582	6.0	360
tt10639076	7.4	709
tt10639214	4.6	310
tt10640262	6.3	80
tt10640330	8.9	20
tt10640384	7.8	42
tt10640710	9.0	9
tt10640760	3.9	181
tt10640766	5.9	138
tt10641972	7.5	687
tt10642250	5.8	78
tt10642268	9.1	9
tt10642592	6.4	34
tt10642834	7.2	4677
tt10643156	6.4	80
tt10643158	5.6	10
tt10643184	6.4	87
tt10643200	7.4	7
tt10643698	8.2	9
tt10643906	5.0	23
tt10643918	6.3	411
tt10643938	6.9	527
tt10644282	5.5	2221
tt10644372	3.6	103
tt10644538	4.4	22
tt10644684	8.0	25
tt10644688	6.4	56
tt10644690	5.9	60
tt10644808	6.7	41
tt10644910	8.9	9
tt10645054	8.4	5
tt10645298	6.0	153
tt10645308	6.6	105
tt10645356	4.9	195
tt10645682	4.2	1303
tt10646672	6.8	5
tt10648146	2.6	472
tt10648192	6.3	566
tt10648198	5.8	853
tt10648268	3.5	6
tt10648326	7.3	67
tt10648440	7.0	5306
tt10648624	7.5	20
tt10648648	5.0	130
tt10648714	5.0	7611
tt10649008	5.4	84
tt10649016	6.9	3479
tt10649220	5.2	22
tt10649596	6.8	10
tt10649754	7.2	7
tt10650338	6.0	81
tt10650424	6.2	474
tt10650544	7.4	24
tt10650556	4.8	46
tt10650664	6.9	79
tt10650688	4.0	13
tt1065073	7.9	346389
tt10650778	6.0	26
tt10651188	5.3	417
tt10651232	2.3	6
tt10651304	8.0	9
tt10651398	4.9	10
tt10652734	3.2	49
tt10652780	6.1	138
tt10652934	6.8	94
tt10652948	7.6	12
tt10653264	5.5	90
tt10653398	5.9	214
tt10654250	9.0	7
tt10654432	7.6	110
tt10654814	7.9	15
tt10655320	7.9	9
tt10655608	6.8	503
tt10655710	5.6	54
tt10655714	6.2	435
tt10655922	6.6	27
tt10656034	7.2	16
tt10656188	6.5	1872
tt10656220	4.1	74
tt10656222	4.2	165
tt10656230	5.2	76
tt10656240	7.3	482
tt10657126	5.3	144
tt10657544	5.8	7
tt10657684	4.2	322
tt10657812	6.6	635
tt10657992	4.8	89
tt10658198	6.1	209
tt10658248	6.4	173
tt10658566	6.3	60
tt10658922	5.0	277
tt10658928	4.3	165
tt10658960	2.5	182
tt10659182	6.5	28
tt10659224	4.7	32
tt10659270	7.4	16
tt10659288	2.7	145
tt10659302	6.5	18
tt10659416	6.0	7
tt10659766	5.2	221
tt10659880	5.4	48
tt10660156	6.0	156
tt10660304	6.1	100
tt10660310	6.0	7
tt10660366	7.2	28
tt10660436	4.9	69
tt10660658	9.1	11
tt10660954	3.5	360
tt10660966	8.7	8
tt10661100	5.7	81
tt10661180	5.7	2156
tt10661298	7.2	26
tt10661314	7.0	162
tt10661340	6.4	225
tt10661376	5.3	48
tt10661500	4.2	130
tt10661640	6.8	9
tt10661710	6.9	3180
tt10661848	6.0	11127
tt10661952	7.7	91
tt10662118	6.9	33
tt10662176	6.7	10
tt10662192	7.5	91
tt10662234	5.3	1217
tt10662310	7.3	143
tt10662360	6.2	12
tt10662426	6.9	30
tt10662444	8.1	67
tt10662450	2.5	1594
tt10662466	6.4	250
tt10662528	6.4	91
tt10663414	6.8	162
tt10663470	6.8	7
tt10663608	5.8	433
tt10664496	5.9	121
tt10664780	4.7	77
tt10665040	3.4	186
tt10665144	1.9	41
tt10665212	7.8	6
tt10665234	5.4	102
tt10665338	5.7	59343
tt10665470	2.9	661
tt10665734	5.1	71
tt10665900	8.4	6
tt10666454	6.8	533
tt10666536	6.1	253
tt10666594	7.5	12
tt10666722	9.4	7
tt10667070	4.4	83
tt10667232	4.6	10
tt10667704	6.4	6
tt10669618	4.0	6
tt10669780	6.6	35
tt10669822	6.5	134
tt10669884	4.8	12
tt10670404	7.8	25
tt10670442	6.6	1040
tt10670592	6.8	7
tt1067062	4.4	45
tt10670724	5.4	28
tt10670858	8.3	19
tt10671328	7.1	7
tt10671436	7.3	1264
tt10672782	6.8	71
tt10673280	8.6	8
tt10673846	6.7	410
tt10674008	6.1	20
tt10674614	6.9	54
tt10674644	8.5	11
tt10674930	2.9	994
tt10675042	3.5	36
tt10675136	5.3	2793
tt10675392	7.2	530
tt10675724	5.3	6029
tt1067583	6.9	114363
tt10675920	5.4	27
tt10675966	6.1	3805
tt10676012	6.3	21949
tt10676022	7.1	68
tt10676030	7.2	10
tt10676042	6.7	80
tt10676080	6.2	5
tt10676134	6.4	23
tt10676242	7.3	72
tt10676902	5.9	1110
tt10676932	6.5	45
tt1067765	6.1	17491
tt1067773	5.5	3925
tt1067774	5.8	43474
tt10677764	7.4	14
tt10678546	6.5	63
tt10678722	5.4	90
tt10679766	5.8	62
tt10679828	8.3	13
tt10679838	8.0	10
tt10680384	8.0	5
tt10680412	4.1	233
tt10680418	7.0	89
tt10680596	4.3	56
tt10680698	6.4	37
tt10681070	7.6	612
tt10681092	5.6	16
tt10681296	6.0	32
tt10681580	4.9	34
tt10681604	5.2	14
tt10681656	4.6	100
tt10681664	6.6	29
tt10681878	8.7	868
tt10681900	8.2	11
tt10681950	6.0	237
tt10682062	7.4	482
tt10682112	2.4	18
tt10682266	5.2	45932
tt10682318	4.3	122
tt10682414	7.1	18
tt1068242	5.9	48030
tt10682506	4.7	163
tt10682608	8.2	5
tt10683298	7.9	10
tt10683650	4.9	359
tt10683800	7.8	262
tt10684352	8.4	12
tt10684538	5.6	40
tt10685330	4.4	9
tt10685828	8.5	13
tt10686204	5.8	45
tt10686360	6.1	14
tt10686470	4.7	8
tt10686618	7.5	26
tt10686668	5.2	39
tt10687070	8.5	5951
tt10687102	5.6	71
tt10687158	7.5	1745
tt10687166	6.4	83
tt10687168	5.8	391
tt10687474	6.1	15
tt10687506	6.8	5643
tt10687740	6.7	203
tt10687836	4.6	6
tt10688008	8.5	521
tt10688568	7.4	216
tt1068953	6.1	7935
tt10689606	6.5	66
tt1068961	5.9	1792
tt10689780	5.2	9
tt10690512	6.3	22
tt10690676	6.5	228
tt10691070	3.2	50
tt10691094	2.9	43
tt10691112	5.9	44
tt10691126	2.4	53
tt10691162	5.3	13099
tt10691288	2.8	23
tt10691302	4.8	27
tt10691312	3.9	50
tt10691314	5.2	488
tt10691602	7.8	10
tt10691682	5.8	57
tt10691828	6.5	67
tt10691908	6.3	10
tt10692228	6.0	627
tt10692516	5.1	14
tt10692590	5.5	50
tt10692622	7.0	71
tt10692782	8.6	15
tt10692788	7.3	1027
tt10692888	6.9	2868
tt10692936	4.4	21
tt10692994	5.2	1055
tt10693090	6.1	12
tt10693584	6.0	28
tt10695408	6.4	16
tt10695464	5.6	1280
tt10695538	9.1	7
tt10695638	5.8	541
tt10695828	6.0	100
tt10695846	7.5	8
tt10696018	4.7	191
tt10696054	6.7	7
tt10696320	6.1	262
tt10696360	5.9	74
tt10696586	5.8	435
tt10696784	6.6	42771
tt10696882	4.9	949
tt10696896	6.6	28317
tt10697680	8.5	28
tt10697822	8.2	18
tt10698174	5.3	675
tt10698426	5.4	129
tt10698468	5.2	206
tt10698658	5.3	277
tt10698666	6.2	85
tt10698684	4.0	28
tt10699348	5.8	1247
tt10699362	6.9	2609
tt10699542	5.7	49
tt10699914	4.6	5
tt10700040	7.8	13
tt10700476	5.2	9
tt10700818	8.3	18
tt10701384	6.9	582
tt10701458	4.2	1143
tt10701532	4.5	98
tt10701536	7.8	86
tt10701926	4.9	194
tt10702006	4.9	34
tt10702148	6.9	3066
tt10702760	8.4	2082
tt10702812	8.6	63
tt10702938	4.1	30
tt10703752	6.9	674
tt10703826	7.0	1054
tt10703902	6.6	14
tt10703978	6.4	40
tt10704124	5.7	13
tt10704280	7.3	7
tt10704336	7.5	133
tt10704342	5.0	255
tt10704668	4.2	6
tt10704730	7.0	78
tt10704838	3.5	12
tt10706602	8.2	10939
tt10706638	6.1	45
tt10706640	6.4	176
tt10706676	6.3	59
tt10706678	5.6	6
tt10706724	7.3	8
tt10706858	6.3	71
tt10707164	7.2	11
tt10707388	6.4	6
tt10708204	6.9	12
tt1070874	7.8	162491
tt10709060	5.1	10
tt10709232	6.4	1859
tt10709404	6.1	1333
tt10709742	3.6	672
tt10710246	8.1	3886
tt10711648	7.0	2796
tt10711654	7.0	166
tt10712106	6.9	61
tt10712218	8.4	48
tt10712576	7.4	23
tt10712718	7.0	11
tt10712928	5.5	624
tt10713340	5.2	1898
tt10713390	5.8	23
tt10713402	5.4	525
tt10713444	8.2	37
tt10713448	6.0	135
tt10713766	5.7	10
tt10713818	7.1	184
tt10713826	6.8	70
tt10714232	4.5	34
tt10714790	9.4	7
tt10714856	6.3	10085
tt10715104	4.9	181
tt10715194	5.3	1162
tt10715254	7.6	6
tt10715268	8.0	37
tt10715446	4.5	827
tt10715678	8.2	6
tt10715974	7.6	710
tt10716326	7.6	16
tt10716712	7.3	65
tt10717738	8.0	6148
tt10717934	7.3	15
tt1071809	3.5	267
tt10718508	2.6	31
tt1071875	4.3	115735
tt10718952	5.8	33
tt10719074	8.7	8
tt10719572	6.9	7
tt10719606	4.1	24
tt10719628	4.4	126
tt10719844	3.2	43
tt10719916	3.0	92
tt10719944	5.5	23
tt10719946	5.7	312
tt10719958	4.4	852
tt10719962	6.9	45
tt10720088	6.7	13
tt10720210	4.8	867
tt10720268	7.8	28
tt10720384	5.8	116
tt10720666	6.4	37
tt10720690	9.2	68
tt10720862	7.0	9
tt10721196	7.3	9
tt10721304	6.7	6
tt10721420	5.4	62
tt10721500	8.5	23
tt10722406	5.0	240
tt10722542	5.6	28
tt10722568	6.8	41
tt10724358	4.4	11
tt10724982	7.2	51
tt10725374	7.7	7
tt10725448	4.4	239
tt10725702	8.4	13
tt10726052	6.8	16
tt10726108	7.5	6
tt10726604	6.1	1352
tt10726756	6.9	470
tt10726854	8.6	83
tt10726952	7.3	60
tt10727010	7.3	20
tt10727128	5.3	155
tt10727130	5.3	25
tt10727214	6.0	255
tt1072748	5.5	32943
tt1072756	7.1	116
tt10727702	7.8	22
tt10728214	5.8	81
tt10728282	7.6	244
tt10728764	6.5	3868
tt10730056	7.5	7
tt10730376	3.0	212
tt10730518	8.7	9
tt10730766	7.0	7
tt10730850	8.3	735
tt10731024	3.4	7
tt10731100	6.4	41
tt10731264	5.9	3379
tt10731362	7.4	369
tt10731386	7.1	1651
tt10731610	7.4	20
tt10731666	2.5	45
tt10731688	9.0	68
tt10731732	8.5	46
tt10731748	5.1	2453
tt10731768	5.5	27608
tt10731800	5.9	165
tt10731866	7.3	285
tt10731982	1.7	65
tt10732034	5.6	19
tt10732060	6.7	16
tt1073240	4.1	440
tt10732462	6.4	53
tt10732682	3.9	131
tt10733318	4.2	65
tt10733762	7.0	10
tt10733770	6.7	44
tt10733938	4.9	41
tt10734292	5.6	19
tt10734864	4.4	1432
tt10734928	7.2	1240
tt10735202	7.7	3142
tt10735358	8.0	14
tt10735686	7.5	816
tt10735778	8.0	913
tt10736336	6.8	1030
tt10736506	7.6	96
tt10736580	5.5	5767
tt10736726	6.6	163
tt10737358	6.0	9
tt10737860	3.9	47
tt10737904	5.2	68
tt10737974	8.7	38
tt10738382	8.6	5
tt10738468	7.1	104
tt10738536	7.0	378
tt10738666	8.6	59
tt10738722	6.5	8
tt10738764	6.0	21
tt10738782	6.8	1184
tt10738796	9.5	141
tt10738906	5.5	828
tt10738914	3.3	640
tt10738936	7.8	5
tt10739024	7.5	48
tt10739102	7.7	39
tt10739144	7.0	11
tt10739160	4.2	714
tt10739214	4.1	154
tt10739666	5.7	12020
tt10739668	7.3	6
tt10739982	7.4	323
tt10740026	7.5	20
tt10740298	6.3	24
tt10740584	3.9	544
tt10740846	3.4	14
tt10740928	4.5	209
tt10741012	7.1	32
tt10741542	6.8	10403
tt10741846	7.7	526
tt10742176	7.2	16
tt10742222	2.4	110
tt10742270	8.9	38
tt10742850	7.3	82
tt10742934	6.7	234
tt10743534	5.5	1125
tt10743538	7.5	10
tt10745210	6.7	56
tt10745896	6.7	72
tt10746060	2.8	402
tt1074638	7.8	671813
tt10746674	2.9	25
tt10746876	5.2	267
tt10747038	6.2	667
tt10747254	8.1	8
tt10747310	6.0	417
tt10747476	7.3	7
tt10747666	6.3	6
tt10749664	7.1	74
tt10749672	5.9	70
tt10749710	6.4	63
tt10749760	7.1	853
tt10749786	6.7	1690
tt10749896	7.1	264
tt10749962	8.9	157
tt10749998	4.9	879
tt10750020	5.7	1430
tt10750608	6.7	105
tt10750704	6.2	10
tt10751528	8.3	14
tt10751548	8.4	1036
tt10751662	6.4	17
tt10752004	6.3	34256
tt10752046	7.5	27
tt10752196	6.4	136
tt10752470	5.7	12
tt10752998	5.9	20
tt10753524	3.0	21
tt10753786	8.2	13
tt10754206	6.5	79
tt10755608	7.5	505
tt10755752	8.5	18
