tconst	averageRating	numVotes
tt4324074	4.1	39
tt4324130	6.2	79
tt4324242	5.2	1864
tt4324464	6.5	80
tt4324474	7.8	15
tt4324788	3.9	15
tt4324852	7.9	14
tt4324876	9.3	19
tt4324890	6.6	5
tt4324916	7.4	620
tt4325152	2.1	669
tt4325316	6.8	55
tt4325356	6.6	28
tt4325400	7.3	1707
tt4325418	4.9	747
tt4325422	9.2	33
tt4325644	4.1	108
tt4325732	4.9	14
tt4325846	4.2	71
tt4325900	5.8	261
tt4326058	6.4	17
tt4326338	6.1	28
tt4326444	7.1	30552
tt4326536	4.2	13
tt4326556	5.4	21
tt4326622	6.1	24
tt4326646	6.9	172
tt4326944	7.0	56
tt4327184	6.5	636
tt4327398	7.9	8
tt4327412	8.6	9
tt4327418	4.9	108
tt4327510	6.7	1195
tt4327678	8.0	81
tt4327714	4.9	31
tt4327752	5.6	2783
tt4327978	6.6	151
tt4328084	5.6	17
tt4328094	5.6	5279
tt4328102	4.6	33
tt4328146	4.6	155
tt4328186	6.4	434
tt4328196	5.4	135
tt4328258	4.8	283
tt4328296	6.5	13
tt4328452	8.6	11
tt4328518	8.9	7
tt4328584	4.1	592
tt4328666	7.5	257
tt4328680	6.1	43
tt4328704	6.1	9
tt4328756	7.3	1461
tt4328798	6.0	4264
tt4328888	7.1	12
tt4328890	5.5	281
tt4328934	7.5	1542
tt4328978	4.8	74
tt4329054	7.2	46
tt4329098	5.1	1059
tt4329166	6.6	163
tt4329186	6.6	20
tt4329232	7.3	38
tt4329242	5.8	1994
tt4329244	7.7	287
tt4329274	8.4	28
tt4329394	6.8	476
tt4329396	9.3	106
tt4329398	8.4	25
tt4329418	7.9	9
tt4329420	7.5	7
tt4329516	6.4	59
tt4329622	6.1	8
tt4329800	7.0	997
tt4329806	3.4	1123
tt4329810	7.3	3588
tt4329936	5.5	28
tt4330068	7.3	63
tt4330112	4.7	21
tt4330370	5.0	167
tt4330400	5.6	7
tt4330706	6.6	40
tt4330714	6.7	6
tt4330758	7.9	828
tt4331092	8.6	8
tt4331318	6.1	382
tt4331400	6.7	362
tt4331488	6.3	77
tt4331666	5.7	9
tt4331676	7.2	16
tt4331718	3.1	134
tt4331776	6.7	43
tt4331854	6.9	28
tt4331970	7.2	6264
tt4332114	4.5	2989
tt4332134	6.9	12
tt4332232	6.4	66566
tt4332240	6.8	6
tt4332558	5.0	6
tt4332616	5.0	11
tt4332728	4.3	463
tt4332746	3.2	101
tt4332794	6.1	26
tt4332800	8.4	18
tt4332812	5.6	56
tt4332834	8.0	63
tt4333132	2.9	40
tt4333136	6.2	130
tt4333210	4.8	816
tt4333368	3.5	61
tt4333408	5.4	378
tt4333578	2.4	124
tt4333610	8.3	21
tt4333662	7.3	131
tt4333674	7.0	6005
tt4333680	6.5	174
tt4333686	5.6	23
tt4333692	4.8	61
tt4333694	5.6	104
tt4333982	5.4	7
tt4334266	5.3	29597
tt4334272	4.7	28
tt4334482	7.3	1758
tt4334636	7.4	1125
tt4334642	5.2	2101
tt4334720	8.0	82
tt4334774	7.4	14
tt4335106	7.5	53
tt4335210	7.9	10
tt4335354	5.0	22
tt4335520	6.2	305
tt4335548	5.8	20
tt4335592	3.4	44
tt4335650	4.9	3482
tt4335680	5.5	60
tt4335698	4.0	10
tt4335722	6.1	33
tt4335804	7.4	369
tt4335808	7.8	122
tt4335810	5.4	5
tt4335954	5.6	282
tt4336004	3.5	99
tt4336186	7.0	101
tt4336190	5.9	36
tt4336598	5.5	10
tt4336828	8.2	50
tt4336846	7.4	52
tt4337072	6.7	3738
tt4337194	5.9	468
tt4337336	6.8	6
tt4337414	7.3	3827
tt4337464	3.1	11
tt4337500	7.2	92
tt4337690	4.8	3817
tt4337718	4.7	27
tt4337816	7.8	38
tt4337946	5.8	11
tt4338076	3.8	135
tt4338128	8.7	6
tt4338136	6.2	33
tt4338138	6.6	77
tt4338148	6.9	29
tt4338154	5.5	1868
tt4338184	7.0	297
tt4338246	8.0	17
tt4338252	6.8	37
tt4338276	6.6	695
tt4338434	6.1	428
tt4338662	5.4	10
tt4338806	3.2	69
tt4338816	6.8	72
tt4338852	5.4	11
tt4338866	5.3	16
tt4338888	2.4	50
tt4338904	7.6	35
tt4338920	6.5	12
tt4339022	5.5	13
tt4339026	6.1	31
tt4339030	5.2	14
tt4339040	4.2	19
tt4339078	6.5	29
tt4339098	5.7	15
tt4339104	9.8	5
tt4339110	3.1	13
tt4339118	6.0	11
tt4339760	8.8	6
tt4339878	6.5	11
tt4339954	7.8	31
tt4340040	5.1	19
tt4340072	3.4	268
tt4340174	7.7	16
tt4340180	4.0	74
tt4340194	6.6	15
tt4340222	4.8	77
tt4340322	4.4	84
tt4340580	5.7	9
tt4340694	4.3	217
tt4340720	3.5	1491
tt4340726	7.2	43
tt4340740	7.5	240
tt4340756	6.0	50
tt4340916	5.8	18
tt4341390	6.4	328
tt4341532	5.6	3444
tt4341560	8.0	66
tt4341582	7.4	16759
tt4341806	7.0	946
tt4341864	6.1	731
tt4342172	6.7	267
tt4342402	6.4	118
tt4342506	4.6	736
tt4342554	2.6	70
tt4343040	5.7	88
tt4343130	7.0	91
tt4343968	8.7	7
tt4344272	6.6	63
tt4344624	3.9	265
tt4344742	4.4	137
tt4344782	7.1	146
tt4344878	6.6	1140
tt4345150	7.4	11
tt4345214	9.0	9
tt4345230	7.9	10
tt4345612	8.4	9
tt4345626	8.1	7
tt4345668	8.6	14
tt4345774	7.9	37
tt4346036	4.8	22
tt4346050	6.1	113
tt4346118	7.7	28
tt4346182	5.4	43
tt4346320	7.6	13
tt4346324	6.8	28
tt4346472	5.1	47
tt4347068	6.6	35
tt4347932	1.6	718
tt4347994	3.4	140
tt4348012	6.4	19944
tt4348046	5.2	6
tt4350720	8.3	11
tt4350998	6.7	101
tt4351294	8.9	23
tt4351486	4.1	12
tt4351540	4.9	15
tt4351548	6.9	7799
tt4351624	5.6	26
tt4351628	7.8	40
tt4351682	7.3	30
tt4351684	5.4	4106
tt4351874	6.3	238
tt4351916	5.5	21
tt4351934	8.0	11
tt4352404	6.7	58
tt4352408	3.0	501
tt4352442	5.7	37
tt4352510	5.0	74
tt4353250	7.3	17621
tt4353270	6.1	8013
tt4353380	6.6	11
tt4353562	6.3	12
tt4353826	6.4	38
tt4353876	8.6	13
tt4353954	4.2	18
tt4353962	4.2	158
tt4353978	6.7	7
tt4353986	5.4	26
tt4353990	6.9	46
tt4353996	7.1	8474
tt4354146	3.3	83
tt4354160	2.1	45
tt4354276	5.0	70
tt4354326	6.8	6
tt4354392	7.1	15
tt4354566	8.3	41
tt4354570	6.5	43
tt4354740	6.3	2205
tt4354756	6.1	4350
tt4354792	8.1	49
tt4354930	6.3	56
tt4354952	6.0	28
tt4355080	5.0	17
tt4355100	3.0	50
tt4355116	3.9	55
tt4355458	6.5	26
tt4355574	6.7	353
tt4355608	8.7	12
tt4355676	4.3	7
tt4355730	7.7	146
tt4355820	4.7	12
tt4355838	5.5	1959
tt4355892	1.6	47
tt4356104	7.5	779
tt4356150	6.1	9
tt4356156	7.3	9
tt4356480	6.3	7165
tt4357012	6.4	18
tt4357170	6.3	2500
tt4357288	8.1	42
tt4357310	9.0	6
tt4357368	7.1	3156
tt4357376	7.6	25
tt4357394	5.8	29842
tt4357554	8.7	39
tt4357582	5.5	16
tt4357610	7.2	20
tt4357714	4.3	516
tt4357764	5.1	427
tt4358196	5.7	331
tt4358230	6.4	2209
tt4358344	6.8	222
tt4359240	6.9	73
tt4359244	3.7	62
tt4359268	5.6	191
tt4359304	9.3	7
tt4359330	6.2	2483
tt4359362	7.4	20
tt4359416	7.3	14644
tt4359420	7.2	22
tt4359602	6.5	91
tt4359754	7.0	5
tt4359764	6.5	88
tt4359786	5.0	76
tt4359948	8.4	8
tt4360094	7.5	6085
tt4360270	7.5	26
tt4360406	6.3	209
tt4360428	1.0	17
tt4360438	2.3	43
tt4360454	3.0	20
tt4360458	3.8	40
tt4360484	7.4	40
tt4360924	4.7	298
tt4360940	5.2	196
tt4361050	6.2	59632
tt4361076	7.2	29
tt4361348	6.6	21
tt4361376	5.1	154
tt4361472	7.6	22
tt4362388	7.3	71
tt4362512	8.5	37
tt4362596	8.5	8
tt4362644	5.7	89
tt4362646	6.1	1186
tt4362672	6.2	7
tt4362682	7.6	7
tt4362764	6.0	681
tt4363076	4.2	5
tt4363202	9.2	12
tt4363250	3.9	1726
tt4363254	7.2	23
tt4363672	6.8	276
tt4363984	8.3	39
tt4363990	3.3	389
tt4363996	2.6	21
tt4364194	7.6	84708
tt4364196	7.2	10
tt4364328	7.4	13
tt4364398	9.2	16
tt4364726	7.7	19
tt4365060	5.7	418
tt4365062	4.6	91
tt4365304	6.4	34
tt4365336	5.8	10
tt4365342	3.4	6
tt4365370	5.8	184
tt4365376	7.4	86
tt4365388	3.8	16
tt4365412	7.5	1390
tt4365450	7.1	38
tt4365506	7.7	1206
tt4365518	6.8	3424
tt4365548	6.8	63
tt4365556	6.7	39
tt4365566	4.7	4313
tt4365590	6.8	6
tt4366196	1.8	76
tt4366200	2.6	14
tt4366446	7.6	7
tt4366768	8.0	19
tt4367270	7.4	7
tt4367326	6.1	15
tt4367350	4.2	201
tt4367544	7.6	20
tt4367918	5.4	42
tt4367920	9.4	21
tt4368038	5.7	218
tt4368072	4.4	326
tt4368086	5.1	268
tt4368098	3.7	1304
tt4368318	6.4	54
tt4368334	6.3	235
tt4368358	3.3	21
tt4368440	6.4	18
tt4368546	5.2	6
tt4368582	5.7	45
tt4368862	8.4	11
tt4368870	8.9	93
tt4369076	4.8	19
tt4369136	3.8	422
tt4370194	7.4	25
tt4370220	8.2	6
tt4370236	7.1	19
tt4370256	7.1	860
tt4370270	8.0	6
tt4370358	6.1	265
tt4370382	6.1	228
tt4370460	6.5	40
tt4370540	5.5	29
tt4370784	7.3	10390
tt4370800	6.6	40
tt4370922	6.6	811
tt4370926	6.8	299
tt4371276	3.5	95
tt4371458	7.4	32
tt4371680	6.1	189
tt4372084	6.1	1897
tt4372114	3.4	136
tt4372118	7.1	131
tt4372240	7.3	3491
tt4372326	4.0	207
tt4372340	7.4	19
tt4372360	4.8	38
tt4372390	6.2	5779
tt4372736	5.8	234
tt4372746	7.9	198
tt4372766	7.4	12
tt4373466	7.5	91
tt4373502	7.7	30
tt4373670	6.9	29
tt4373776	8.1	44
tt4373868	7.4	366
tt4373884	6.3	433
tt4373886	4.9	286
tt4373906	3.3	143
tt4373944	7.0	78
tt4373956	6.5	2242
tt4373974	5.6	251
tt4373978	7.2	13
tt4374044	6.2	38
tt4374110	5.0	305
tt4374126	7.9	84
tt4374230	5.7	136
tt4374286	6.1	2003
tt4374384	6.1	17
tt4374460	7.6	6915
tt4374482	7.2	18
tt4374502	4.9	45
tt4374554	7.5	11
tt4374570	6.4	12
tt4374814	6.2	200
tt4374856	5.6	1103
tt4374864	5.5	558
tt4374966	4.9	11
tt4374990	7.0	8
tt4375062	5.6	35
tt4375114	5.5	150
tt4375268	4.1	1476
tt4375326	8.4	18
tt4375438	7.2	10724
tt4375446	6.4	38
tt4375578	8.5	10
tt4375690	3.1	10
tt4377436	8.2	5
tt4377864	7.6	2561
tt4377882	4.5	10
tt4377918	7.2	814
tt4377942	4.1	287
tt4377944	7.1	12
tt4377952	7.1	1601
tt4377980	4.5	62
tt4378066	6.3	329
tt4378126	3.4	53
tt4378312	8.2	6
tt4378452	7.0	75
tt4378628	6.1	880
tt4378690	6.9	186
tt4378694	6.6	842
tt4378954	6.1	50
tt4379024	5.9	108
tt4379056	6.1	315
tt4379102	6.5	60
tt4379180	5.8	1766
tt4379224	1.5	22
tt4379236	7.1	49
tt4379260	6.8	5
tt4379420	3.7	140
tt4379480	4.4	299
tt4379536	6.1	1299
tt4379580	6.7	40
tt4379630	5.0	52
tt4379728	5.9	1848
tt4379800	6.9	2043
tt4379826	6.8	26
tt4379834	9.2	5
tt4380034	7.1	113
tt4380142	6.9	12
tt4380536	6.5	16
tt4381018	7.2	28
tt4381048	3.0	141
tt4381166	6.9	18
tt4381194	5.0	60
tt4381236	5.8	7266
tt4381242	5.8	33
tt4381382	2.7	205
tt4381426	7.0	31
tt4381588	5.9	39
tt4381612	7.2	38
tt4382330	7.5	123
tt4382376	4.8	380
tt4382456	7.4	5
tt4382484	6.7	85
tt4382552	6.1	17074
tt4382618	6.3	173
tt4382650	6.3	131
tt4382666	6.9	62
tt4382712	6.4	9
tt4382772	7.4	5
tt4382792	8.1	19
tt4382824	5.1	7408
tt4382872	4.1	10999
tt4382874	7.6	14
tt4383254	7.3	10
tt4383278	8.0	6
tt4383288	6.7	1752
tt4383340	6.4	15
tt4383502	7.1	15
tt4383594	5.3	22139
tt4383726	6.6	18
tt4383828	5.3	38
tt4384070	7.2	39
tt4384088	7.0	2724
tt4384128	6.9	9
tt4384130	7.4	9
tt4384148	4.0	27
tt4384186	5.4	179
tt4384242	6.7	805
tt4384266	7.9	18
tt4384270	8.2	22
tt4384308	6.2	49
tt4384314	5.8	83
tt4384342	4.5	26
tt4384350	7.2	1233
tt4384386	4.8	14
tt4384398	6.1	214
tt4384456	3.9	87
tt4384478	8.1	42
tt4384500	6.7	102
tt4384796	7.2	25
tt4384804	5.3	18
tt4384940	6.5	11
tt4385026	7.3	71
tt4385114	7.0	28
tt4385462	7.1	27
tt4385852	6.4	30
tt4385888	7.3	43358
tt4385944	5.1	737
tt4385956	7.6	40
tt4386022	8.0	7
tt4386030	7.6	24
tt4386128	6.8	18
tt4386134	8.3	20
tt4386356	6.2	513
tt4386532	6.1	17
tt4386684	5.8	257
tt4386918	3.9	29
tt4387040	8.0	55572
tt4387114	4.8	28
tt4387222	6.7	19
tt4387314	4.6	325
tt4387326	7.9	10
tt4387516	8.6	16
tt4387532	5.5	34
tt4387732	6.4	56
tt4387820	7.1	11
tt4388128	8.5	9
tt4388222	6.9	61
tt4388230	5.0	29
tt4388248	8.0	32
tt4388438	6.8	5
tt4388504	6.3	10
tt4388606	6.6	107
tt4388944	6.8	15
tt4388964	5.1	158
tt4389006	6.1	201
tt4389390	5.1	17
tt4389410	3.9	25
tt4389490	6.0	8
tt4389584	6.8	22
tt4389756	7.5	144
tt4390066	7.7	9
tt4390076	7.8	291
tt4390194	7.0	90
tt4391164	6.3	67
tt4391714	6.7	10
tt4391734	7.3	19
tt4391742	3.5	20
tt4391852	6.0	3372
tt4391880	7.1	15
tt4392090	6.3	38
tt4392342	7.4	38
tt4392438	7.3	589
tt4392454	5.1	5242
tt4392726	6.1	916
tt4392738	9.2	8
tt4392770	5.7	4488
tt4393028	6.5	13
tt4393036	6.2	31
tt4393190	7.2	32
tt4393278	3.8	1259
tt4393410	8.4	78
tt4393514	8.2	3139
tt4393938	7.3	78
tt4394034	4.1	193
tt4394104	6.5	371
tt4394310	7.0	14
tt4394402	5.6	59
tt4394452	7.5	26
tt4395722	6.2	26
tt4396010	6.7	122
tt4396042	6.3	1326
tt4396074	6.6	218
tt4396080	6.4	68
tt4396292	5.4	253
tt4396534	6.7	18
tt4396570	6.0	8
tt4396584	4.8	708
tt4396648	6.1	373
tt4396662	5.0	428
tt4396722	8.0	31
tt4396924	7.2	5
tt4397052	7.3	41
tt4397094	6.6	100
tt4397340	8.5	12
tt4397342	6.2	1535
tt4397346	7.2	660
tt4397382	5.1	150
tt4397404	7.0	59
tt4397410	5.6	44
tt4397414	6.9	469
tt4397606	6.7	31
tt4399590	4.8	1904
tt4399594	5.4	4704
tt4399658	7.7	48
tt4399684	7.5	37
tt4399700	7.6	18
tt4399812	8.4	438
tt4399952	5.1	8931
tt4399984	5.9	61
tt4400028	6.4	1964
tt4400034	7.5	7
tt4400038	7.0	7406
tt4400058	6.4	5873
tt4400086	5.9	176
tt4400174	6.8	1335
tt4400360	5.9	525
tt4400448	5.7	14
tt4400688	4.5	121
tt4400706	6.6	10
tt4400784	6.1	75
tt4400810	6.5	9
tt4400994	6.3	6206
tt4401006	5.4	2732
tt4401060	7.0	23
tt4401266	5.0	97
tt4401276	6.3	6
tt4401342	6.0	146
tt4401364	4.7	72
tt4401384	6.7	9
tt4401702	5.0	10
tt4401704	7.0	1032
tt4401878	8.1	28
tt4401880	6.4	10
tt4401884	6.4	629
tt4401890	3.7	50
tt4401904	7.6	17
tt4401906	7.0	7
tt4401920	6.9	108
tt4402074	3.7	59
tt4402174	4.1	61
tt4402176	7.3	19
tt4402410	5.5	76
tt4402722	8.6	8
tt4404240	6.8	27
tt4404296	4.8	262
tt4404474	1.3	6810
tt4405018	7.0	22
tt4405050	6.3	42
tt4405088	6.1	63
tt4405142	8.5	36
tt4405246	6.3	9
tt4405532	4.9	128
tt4405652	6.1	40
tt4405736	7.1	77
tt4405860	3.2	1340
tt4406004	5.8	7
tt4406226	8.0	12
tt4406298	7.3	516
tt4406392	7.1	157
tt4406466	7.2	6
tt4406572	6.3	91
tt4408104	7.5	53
tt4408178	5.5	123
tt4408180	6.9	53
tt4409276	8.9	40
tt4409852	4.7	294
tt4409912	5.4	60
tt4410000	6.0	2477
tt4410018	5.8	192
tt4410770	5.9	229
tt4410798	4.7	76
tt4411052	6.3	18
tt4411166	7.8	18
tt4411208	8.6	10
tt4411234	4.6	2981
tt4411456	8.3	88
tt4411466	6.5	120
tt4411474	5.7	7
tt4411478	8.2	13
tt4411500	5.5	116
tt4411504	7.0	12941
tt4411584	6.5	12314
tt4411596	6.0	18783
tt4411618	6.1	3965
tt4411688	6.5	24
tt4411878	8.2	21
tt4412042	6.7	58
tt4412082	4.4	97
tt4412098	4.9	25
tt4412118	6.3	11
tt4412218	2.4	109
tt4412240	5.6	129
tt4412268	3.0	123
tt4412300	6.6	6
tt4412362	6.1	4382
tt4412528	6.1	1877
tt4413036	8.0	8
tt4413338	5.4	2008
tt4413354	2.7	117
tt4413794	7.9	566
tt4414438	5.5	1261
tt4414694	5.9	128
tt4415016	6.8	2090
tt4415060	6.0	10
tt4415068	6.7	288
tt4415076	5.1	105
tt4415088	6.7	14
tt4415316	2.9	31
tt4415326	5.7	1397
tt4415340	7.1	14
tt4415360	7.2	568
tt4415410	6.1	130
tt4415454	7.0	9
tt4415900	4.1	337
tt4415976	6.1	14
tt4416012	6.3	35
tt4416360	5.2	12
tt4416518	3.4	2291
tt4416640	9.0	520
tt4416800	5.2	40
tt4416878	6.2	412
tt4417022	7.9	142
tt4417102	3.6	46
tt4417352	8.5	540
tt4417402	6.8	126
tt4417434	6.7	7
tt4417502	5.4	433
tt4417510	7.0	2033
tt4417518	5.4	40
tt4417520	8.3	219
tt4417522	6.7	2096
tt4417868	6.1	65
tt4417906	5.0	307
tt4418070	8.0	30
tt4418108	6.4	83
tt4418120	6.4	238
tt4418130	5.6	50
tt4418152	3.2	211
tt4418168	6.1	1184
tt4418232	5.8	66
tt4418268	6.6	32
tt4418280	3.2	141
tt4418398	5.1	1083
tt4418698	6.9	19
tt4418718	1.1	161
tt4418882	8.7	74
tt4418898	6.6	39
tt4418908	8.4	26
tt4419022	7.9	11
tt4419060	6.8	5
tt4419196	5.3	2141
tt4419244	3.5	41
tt4419364	5.1	11030
tt4419390	6.4	382
tt4419406	4.0	7
tt4419500	9.2	31
tt4419506	6.3	30
tt4419596	4.3	579
tt4419678	7.1	19
tt4419834	6.6	43
tt4419864	5.0	174
tt4419958	4.6	29
tt4420040	4.4	407
tt4420704	7.7	14051
tt4420874	5.1	9
tt4420924	3.3	27
tt4420946	5.7	51
tt4420962	6.3	26
tt4420970	6.3	48
tt4421200	6.6	5
tt4421344	2.2	751
tt4421572	4.9	17
tt4421584	7.4	10
tt4421800	6.4	108
tt4421802	6.7	106
tt4421878	4.6	21
tt4421920	5.9	633
tt4422154	8.1	109
tt4422164	5.6	2255
tt4422268	7.9	32
tt4422290	4.6	95
tt4422480	7.4	7
tt4422484	6.4	32
tt4422510	3.6	106
tt4422544	7.2	6
tt4422656	8.3	59
tt4422796	5.1	129
tt4422886	4.4	57
tt4423034	5.8	34
tt4423066	6.6	132
tt4423632	7.1	8
tt4423686	4.8	23
tt4423778	5.3	549
tt4423788	7.0	9
tt4423984	4.1	551
tt4423990	7.9	9
tt4424208	7.3	47
tt4424228	7.1	900
tt4424284	6.8	19
tt4424292	3.6	402
tt4424316	4.7	142
tt4424330	5.1	79
tt4424350	6.8	122
tt4424560	8.3	8
tt4424722	3.5	743
tt4424766	7.1	13
tt4424812	7.5	50
tt4424864	8.6	5
tt4424928	6.6	27
tt4424930	3.9	53
tt4425064	6.9	6089
tt4425138	7.5	850
tt4425148	6.6	86
tt4425152	6.0	1202
tt4425162	5.0	75
tt4425200	7.5	400986
tt4425262	3.2	17
tt4425350	7.9	9
tt4425388	6.0	22
tt4425402	4.9	151
tt4425414	6.7	31
tt4425430	6.3	163
tt4425458	4.5	147
tt4425482	6.0	43
tt4425518	6.2	127
tt4425960	5.6	44
tt4426058	7.1	89
tt4426130	5.8	31
tt4426192	4.9	36
tt4426248	6.1	196
tt4426464	4.8	1771
tt4426656	6.4	1040
tt4426738	6.1	1914
tt4426842	6.5	45
tt4427022	8.2	7
tt4427060	5.9	2303
tt4427076	6.9	1742
tt4427200	2.4	171
tt4427716	4.1	8
tt4427782	9.1	18
tt4427800	5.6	1014
tt4427840	7.0	190
tt4428002	10.0	8
tt4428630	5.2	14
tt4428714	4.9	421
tt4428720	5.5	199
tt4428728	6.3	5025
tt4428740	5.3	380
tt4428762	5.8	1740
tt4428774	6.1	220
tt4428788	7.0	5250
tt4428800	5.0	959
tt4428814	6.8	6033
tt4428878	6.6	5
tt4428892	9.2	16
tt4429002	4.7	16
tt4429044	6.3	22
tt4429074	6.4	307
tt4429084	6.9	11
tt4429128	8.4	6996
tt4429160	6.4	3820
tt4429194	5.8	8394
tt4429372	6.0	7
tt4429412	9.3	12
tt4429578	6.9	32
tt4429588	4.2	184
tt4429596	8.5	13
tt4429814	3.8	18
tt4429834	8.6	10
tt4430136	7.2	14755
tt4430212	8.2	77638
tt4430270	8.3	53
tt4430294	7.1	71
tt4430556	5.6	14
tt4430570	6.8	17
tt4430794	4.9	133
tt4430992	6.1	398
tt4431104	6.9	56
tt4431140	5.8	6
tt4431208	7.5	1628
tt4431250	1.9	25
tt4431326	5.8	439
tt4431392	7.5	1129
tt4431574	3.3	79
tt4431616	7.5	21
tt4431632	4.8	239
tt4431646	6.7	127
tt4432006	5.9	1279
tt4432058	6.2	678
tt4432112	4.7	35
tt4432124	4.2	8
tt4432144	6.7	180
tt4432364	8.0	21
tt4432480	8.3	13200
tt4432768	8.4	23
tt4432798	7.7	33
tt4432804	3.3	496
tt4432904	5.6	17
tt4432912	7.2	192
tt4432980	6.3	279
tt4433110	7.8	11
tt4433172	7.3	76
tt4433202	5.5	18
tt4433360	4.4	164
tt4433646	4.8	2756
tt4433886	6.5	24
tt4433890	6.4	2166
tt4433984	5.8	64
tt4434004	7.8	29154
tt4434172	7.3	38
tt4434244	6.5	21
tt4434294	7.4	14
tt4434336	7.3	33
tt4435050	7.1	17
tt4435082	5.9	1373
tt4435282	6.6	536
tt4435628	5.2	237
tt4436004	5.3	216
tt4436096	5.6	23
tt4436330	6.7	99
tt4436366	8.0	8
tt4436394	6.6	38
tt4437046	4.9	670
tt4437212	5.7	698
tt4437216	5.7	7698
tt4437298	5.7	135
tt4437336	8.0	5
tt4437544	6.0	45
tt4437574	5.7	21
tt4437778	6.8	7
tt4437830	6.9	40
tt4437878	6.6	6
tt4437884	9.2	6
tt4438098	6.6	79
tt4438128	3.8	254
tt4438594	5.7	144
tt4438688	5.0	279
tt4438706	6.0	44
tt4438810	6.7	17
tt4438844	6.7	27
tt4438848	5.7	118951
tt4438952	7.8	11
tt4438990	8.3	55
tt4439102	4.2	2028
tt4439120	6.1	6424
tt4439174	6.5	93
tt4439178	3.6	54
tt4439194	4.8	25
tt4439342	5.1	26
tt4439620	5.9	23054
tt4439760	6.0	75
tt4439784	6.6	107
tt4439872	6.9	73
tt4439950	2.8	12
tt4440036	6.4	671
tt4440040	7.4	13
tt4440114	4.7	234
tt4440182	7.2	34
tt4440368	8.1	9
tt4440370	8.0	128
tt4440482	9.0	7
tt4440488	6.3	303
tt4440508	5.3	246
tt4440520	7.6	40
tt4440644	6.5	43
tt4440690	6.3	38
tt4440776	7.1	72
tt4440798	4.3	195
tt4440842	6.9	164
tt4441030	2.7	37
tt4441060	7.7	27
tt4441098	4.6	1772
tt4441150	4.2	2679
tt4441222	5.6	5
tt4441280	6.0	5565
tt4441348	6.8	92
tt4441422	4.7	2316
tt4442126	3.0	62
tt4442130	4.9	3478
tt4442604	6.6	1284
tt4442758	7.4	6280
tt4443658	6.5	35172
tt4443838	5.5	543
tt4443856	4.6	745
tt4443860	6.5	72
tt4443888	6.7	31
tt4443922	4.3	391
tt4443924	6.9	222
tt4443974	4.3	351
tt4444346	9.1	10
tt4444348	7.8	145
tt4444438	6.6	2165
tt4444446	5.3	91
tt4444480	6.5	13
tt4444732	4.5	176
tt4444762	5.8	278
tt4444798	4.9	2183
tt4444956	5.6	8408
tt4444972	6.6	67
tt4444992	7.0	24
tt4445036	5.0	9
tt4445258	7.9	14
tt4445490	6.5	402
tt4445784	4.7	54
tt4445806	8.3	7
tt4445948	4.7	203
tt4445964	3.3	77
tt4446034	2.6	17
tt4446200	6.7	153
tt4446228	4.4	209
tt4446244	8.5	8
tt4446256	6.6	11
tt4446258	5.7	1173
tt4446318	7.6	1353
tt4446348	6.0	632
tt4446472	6.1	2038
tt4446526	7.7	11
tt4446656	4.2	219
tt4446728	7.9	9
tt4447076	6.8	1259
tt4447090	4.1	532
tt4447108	4.5	1334
tt4447518	4.4	512
tt4448054	5.0	45
tt4448082	6.1	22
tt4448092	7.3	7
tt4448290	4.0	165
tt4448310	6.5	767
tt4448372	3.6	390
tt4448446	7.9	83
tt4448504	8.2	13
tt4448532	8.6	6
tt4449288	7.6	16
tt4449378	5.2	6
tt4449516	6.5	42
tt4449562	5.0	117
tt4449576	8.0	3369
tt4449798	8.0	17
tt4450170	8.0	12
tt4450282	5.4	8
tt4450396	6.6	1767
tt4450562	2.5	169
tt4450606	6.6	20
tt4450624	3.1	448
tt4450674	9.5	134
tt4450706	6.2	4937
tt4450806	7.2	23
tt4450868	8.0	17
tt4450930	7.1	12
tt4451006	3.8	326
tt4451292	5.8	14
tt4451458	7.6	5757
tt4451550	7.2	102
tt4451552	5.6	25
tt4451610	7.8	24
tt4451654	6.2	14
tt4451670	5.0	79
tt4451786	5.5	24
tt4452046	7.0	6
tt4452098	5.1	26
tt4452144	8.3	24
tt4452210	4.8	144
tt4452274	5.1	179
tt4452448	7.5	73
tt4452684	7.1	19
tt4452702	4.9	72
tt4452744	5.7	22
tt4452756	8.7	10
tt4452922	6.4	6
tt4453102	7.4	31
tt4453214	6.6	214
tt4453286	6.0	768
tt4453306	5.9	898
tt4453388	6.6	5
tt4453498	5.2	55
tt4453560	5.3	49
tt4453750	7.2	33
tt4453756	4.7	610
tt4453792	5.3	38
tt4454078	3.7	902
tt4454246	6.5	120
tt4454732	7.0	7
tt4454784	8.0	29
tt4454834	2.8	240
tt4454930	5.3	1635
tt4455634	7.6	96
tt4455690	6.2	435
tt4455880	6.8	12
tt4455896	5.7	9
tt4456036	5.9	530
tt4456158	7.8	9
tt4456270	7.0	1387
tt4456774	4.5	158
tt4456796	7.3	12
tt4456982	5.1	8510
tt4457008	5.2	64
tt4457020	7.3	728
tt4457042	5.2	24
tt4457256	4.6	85
tt4457328	6.6	89
tt4457344	6.3	6742
tt4457678	4.9	4191
tt4457716	3.7	40
tt4457820	5.4	495
tt4457852	6.8	68
tt4457980	6.8	44
tt4458206	2.0	27527
tt4458220	7.5	19
tt4458262	6.5	10
tt4458296	7.3	19
tt4458344	7.3	34
tt4458368	4.5	856
